Tran No.,Customer Code,Location Code,Grade Level Code,Transaction Date,Delivery Type,Quantity,Paper type Code
88427,108194,L000000,G2000001,11/04/2016,Consignment,50,BW000000
108643,436708,L000000,G2000001,23/04/2016,Consignment,23,BW000000
87603,926850,L000000,G2000001,09/04/2016,Consignment,20,BW000000
115849,74041,L000000,OTH,28/04/2016,Consignment,88,BW000000
117505,210343,L000000,OTH,30/04/2016,Consignment,20,BW000000
86485,200414,L000000,G3000001,08/04/2016,Consignment,330,BW000000
101032,817360,L000000,G3000001,19/04/2016,Consignment,290,BW000000
109688,826024,L000000,G3000001,25/04/2016,Consignment,276,BW000000
89743,100291,L000000,G3000001,12/04/2016,Consignment,238,BW000000
81995,589266,L000000,G3000001,05/04/2016,Consignment,160,BW000000
113907,432403,L000000,G3000001,28/04/2016,Consignment,160,BW000000
113907,432403,L000000,G3000001,28/04/2016,Consignment,160,BW000000
115981,872510,L000000,G3000001,29/04/2016,Consignment,160,BW000000
116539,929964,L000000,G3000001,29/04/2016,Consignment,144,BW000000
104713,361378,L000000,G3000001,21/04/2016,Consignment,128,BW000000
109192,586446,L000000,G3000001,24/04/2016,Consignment,128,BW000000
109748,128416,L000000,G3000001,25/04/2016,Consignment,112,BW000000
81903,789507,L000000,G3000001,05/04/2016,Consignment,108,BW000000
104627,808706,L000000,G3000001,21/04/2016,Consignment,59,BW000000
111455,694193,L000000,G3000001,26/04/2016,Consignment,52,BW000000
117887,155213,L000000,G3000001,30/04/2016,Consignment,52,BW000000
113318,276264,L000000,G3000001,27/04/2016,Consignment,50,BW000000
100486,91994,L000000,G3000001,19/04/2016,Consignment,33,BW000000
105417,561558,L000000,G3000001,21/04/2016,Consignment,20,BW000000
105417,561558,L000000,G3000001,21/04/2016,Consignment,20,BW000000
91313,996147,L000000,G3000001,13/04/2016,Consignment,10,BW000000
91073,306817,L000000,G1000001,13/04/2016,Consignment,342,BW000000
106903,231565,L000000,G1000001,22/04/2016,Consignment,260,BW000000
93367,172170,L000000,G1000001,13/04/2016,Consignment,228,BW000000
102875,927756,L000000,G1000001,20/04/2016,Consignment,152,BW000000
81394,476194,L000000,G1000001,05/04/2016,Consignment,128,BW000000
83275,674672,L000000,G1000001,06/04/2016,Consignment,120,BW000000
114003,897442,L000000,G1000001,28/04/2016,Consignment,120,BW000000
86825,873391,L000000,G1000001,08/04/2016,Consignment,112,BW000000
86825,873391,L000000,G1000001,08/04/2016,Consignment,112,BW000000
112839,593823,L000000,G1000001,27/04/2016,Consignment,104,BW000000
112839,593823,L000000,G1000001,27/04/2016,Consignment,104,BW000000
88369,503598,L000000,G1000001,11/04/2016,Consignment,96,BW000000
87892,790513,L000000,G1000001,10/04/2016,Consignment,88,BW000000
81899,789507,L000000,G1000001,05/04/2016,Consignment,85,BW000000
107223,504748,L000000,G1000001,22/04/2016,Consignment,59,BW000000
109218,222028,L000000,G1000001,24/04/2016,Consignment,59,BW000000
117599,434705,L000000,G1000001,30/04/2016,Consignment,52,BW000000
114043,619563,L000000,G1000001,28/04/2016,Consignment,46,BW000000
114043,619563,L000000,G1000001,28/04/2016,Consignment,46,BW000000
93467,267747,L000000,G1000001,14/04/2016,Consignment,33,BW000000
112849,965011,L000000,G1000001,27/04/2016,Consignment,33,BW000000
106891,939538,L000000,SY0000001,22/04/2016,Consignment,371,BW000000
83373,838108,L000000,SY0000001,06/04/2016,Consignment,323,BW000000
103419,102083,L000000,SY0000001,20/04/2016,Consignment,266,BW000000
106225,871573,L000000,SY0000001,22/04/2016,Consignment,228,BW000000
104482,684979,L000000,SY0000001,21/04/2016,Consignment,210,BW000000
86811,774187,L000000,SY0000001,08/04/2016,Consignment,160,BW000000
117913,155213,L000000,SY0000001,30/04/2016,Consignment,152,BW000000
87569,204145,L000000,SY0000001,09/04/2016,Consignment,136,BW000000
98274,958670,L000000,SY0000001,18/04/2016,Consignment,96,BW000000
84028,253004,L000000,SY0000001,07/04/2016,Consignment,52,BW000000
100648,871573,L000000,SY0000001,19/04/2016,Consignment,46,BW000000
113220,757735,L000000,SY0000001,27/04/2016,Consignment,46,BW000000
83257,525470,L000000,SY0000001,06/04/2016,Consignment,21,BW000000
89677,640175,L000000,SY0000001,11/04/2016,Consignment,20,BW000000
114541,877681,L000000,SY0000001,28/04/2016,Consignment,20,BW000000
118216,372046,L000000,FTH000001,30/04/2016,Consignment,400,BW000000
118216,372046,L000000,FTH000001,30/04/2016,Consignment,400,BW000000
112889,835869,L000000,FTH000001,27/04/2016,Consignment,380,BW000000
116237,630372,L000000,FTH000001,29/04/2016,Consignment,380,BW000000
89583,586871,L000000,FTH000001,11/04/2016,Consignment,361,BW000000
94641,957016,L000000,FTH000001,15/04/2016,Consignment,285,BW000000
100828,850339,L000000,FTH000001,19/04/2016,Consignment,276,BW000000
86439,298910,L000000,FTH000001,08/04/2016,Consignment,276,BW000000
95497,501418,L000000,FTH000001,15/04/2016,Consignment,266,BW000000
81829,26291,L000000,FTH000001,05/04/2016,Consignment,255,BW000000
84461,177660,L000000,FTH000001,07/04/2016,Consignment,247,BW000000
82017,882835,L000000,FTH000001,05/04/2016,Consignment,220,BW000000
89723,100291,L000000,FTH000001,12/04/2016,Consignment,219,BW000000
102799,225378,L000000,FTH000001,20/04/2016,Consignment,209,BW000000
107945,486369,L000000,FTH000001,23/04/2016,Consignment,160,BW000000
115975,872510,L000000,FTH000001,29/04/2016,Consignment,160,BW000000
87441,667374,L000000,FTH000001,09/04/2016,Consignment,152,BW000000
78685,745807,L000000,FTH000001,02/04/2016,Consignment,144,BW000000
113819,555481,L000000,FTH000001,28/04/2016,Consignment,112,BW000000
82161,272682,L000000,FTH000001,05/04/2016,Consignment,104,BW000000
75913,130666,L000000,FTH000001,01/04/2016,Consignment,88,BW000000
83249,525470,L000000,FTH000001,06/04/2016,Consignment,21,BW000000
91706,404455,L000000,TY000001,13/04/2016,Consignment,380,BW000000
88391,503598,L000000,TY000001,11/04/2016,Consignment,342,BW000000
78901,186912,L000000,TY000001,02/04/2016,Consignment,300,BW000000
106893,939538,L000000,TY000001,22/04/2016,Consignment,235,BW000000
118298,781668,L000000,TY000001,30/04/2016,Consignment,209,BW000000
84110,204145,L000000,TY000001,07/04/2016,Consignment,136,BW000000
103577,995591,L000000,TY000001,20/04/2016,Consignment,112,BW000000
97131,640715,L000000,TY000001,16/04/2016,Consignment,52,BW000000
100646,871573,L000000,TY000001,19/04/2016,Consignment,46,BW000000
110673,683705,L000000,TY000001,25/04/2016,Consignment,46,BW000000
75919,130666,L000000,TY000001,01/04/2016,Consignment,33,BW000000
75919,130666,L000000,TY000001,01/04/2016,Consignment,33,BW000000
114339,897678,L000000,TY000001,28/04/2016,Consignment,33,BW000000
103039,619966,L000000,FST000001,20/04/2016,Consignment,285,BW000000
103047,619966,L000000,FST000001,20/04/2016,Consignment,285,BW000000
89809,896217,L000000,FST000001,12/04/2016,Consignment,257,BW000000
95499,270311,L000000,FST000001,15/04/2016,Consignment,160,BW000000
87567,204145,L000000,FST000001,09/04/2016,Consignment,136,BW000000
106855,272682,L000000,FST000001,22/04/2016,Consignment,104,BW000000
113961,233323,L000000,FST000001,28/04/2016,Consignment,96,BW000000
89789,474491,L000000,FST000001,12/04/2016,Consignment,59,BW000000
112014,635395,L000000,FST000001,26/04/2016,Consignment,52,BW000000
113121,653337,L000000,FST000001,27/04/2016,Consignment,33,BW000000
81633,89589,L000000,K1000001,05/04/2016,Consignment,52,BW000000
109132,26291,L000000,G1100001,24/04/2016,Consignment,160,BW000000
84505,942017,L000000,N0000001,07/04/2016,Consignment,96,BW000000
114285,437774,L000000,N0000001,28/04/2016,Consignment,20,BW000000
137073,875491,L000000,G4000001,18/05/2016,Consignment,160,BW000000
145262,509381,L000000,G4000001,24/05/2016,Consignment,160,BW000000
134164,705065,L000000,G4000001,14/05/2016,Consignment,128,BW000000
137099,147635,L000000,G4000001,18/05/2016,Consignment,96,BW000000
142477,358321,L000000,G4000001,21/05/2016,Consignment,96,BW000000
152604,810101,L000000,G4000001,30/05/2016,Consignment,96,BW000000
128669,876056,L000000,G4000001,11/05/2016,Consignment,93,BW000000
141377,895874,L000000,G4000001,21/05/2016,Consignment,88,BW000000
148745,781929,L000000,G4000001,26/05/2016,Consignment,88,BW000000
141869,349742,L000000,G4000001,21/05/2016,Consignment,52,BW000000
126191,915597,L000000,G4000001,06/05/2016,Consignment,46,BW000000
146741,257451,L000000,G4000001,25/05/2016,Consignment,46,BW000000
142771,183571,L000000,G4000001,21/05/2016,Consignment,33,BW000000
152082,272158,L000000,G4000001,29/05/2016,Consignment,33,BW000000
139118,865430,L000000,G4000001,19/05/2016,Consignment,28,BW000000
131069,591059,L000000,G4000001,12/05/2016,Consignment,20,BW000000
153758,355969,L000000,G4000001,31/05/2016,Consignment,20,BW000000
137805,927775,L000000,G4000001,18/05/2016,Consignment,10,BW000000
146753,362376,L000000,G4000001,25/05/2016,Consignment,10,BW000000
127398,316018,L000000,G5000001,08/05/2016,Consignment,160,BW000000
129061,897442,L000000,G5000001,11/05/2016,Consignment,144,BW000000
145686,501104,L000000,G5000001,24/05/2016,Consignment,144,BW000000
146611,897442,L000000,G5000001,25/05/2016,Consignment,144,BW000000
153248,501104,L000000,G5000001,31/05/2016,Consignment,144,BW000000
132627,275224,L000000,G5000001,13/05/2016,Consignment,136,BW000000
151711,275224,L000000,G5000001,28/05/2016,Consignment,136,BW000000
148400,89069,L000000,G5000001,26/05/2016,Consignment,128,BW000000
126585,251925,L000000,G5000001,07/05/2016,Consignment,120,BW000000
149105,929964,L000000,G5000001,26/05/2016,Consignment,112,BW000000
142437,392529,L000000,G5000001,21/05/2016,Consignment,96,BW000000
147219,751628,L000000,G5000001,25/05/2016,Consignment,96,BW000000
123258,254305,L000000,G5000001,05/05/2016,Consignment,88,BW000000
127176,378172,L000000,G5000001,08/05/2016,Consignment,59,BW000000
149890,895874,L000000,G5000001,27/05/2016,Consignment,59,BW000000
125276,668134,L000000,G5000001,06/05/2016,Consignment,52,BW000000
130803,186107,L000000,G5000001,12/05/2016,Consignment,52,BW000000
145156,687197,L000000,G5000001,24/05/2016,Consignment,52,BW000000
146711,349742,L000000,G5000001,25/05/2016,Consignment,52,BW000000
153808,82822,L000000,G5000001,31/05/2016,Consignment,52,BW000000
133288,788462,L000000,G5000001,14/05/2016,Consignment,46,BW000000
130040,553638,L000000,G5000001,12/05/2016,Consignment,33,BW000000
121659,615521,L000000,G5000001,04/05/2016,Consignment,20,BW000000
127264,431581,L000000,G5000001,08/05/2016,Consignment,20,BW000000
133788,209082,L000000,G5000001,14/05/2016,Consignment,20,BW000000
135333,149897,L000000,G5000001,17/05/2016,Consignment,20,BW000000
137340,362376,L000000,G5000001,18/05/2016,Consignment,10,BW000000
142093,844687,L000000,G5000001,21/05/2016,Consignment,2,BW000000
147829,26291,L000000,G5000001,26/05/2016,Consignment,2,BW000000
140108,432403,L000000,G6000001,20/05/2016,Consignment,228,BW000000
120520,151310,L000000,G6000001,03/05/2016,Consignment,209,BW000000
126263,638449,L000000,G6000001,06/05/2016,Consignment,144,BW000000
121493,427313,L000000,G6000001,04/05/2016,Consignment,128,BW000000
131516,381630,L000000,G6000001,12/05/2016,Consignment,120,BW000000
122820,128416,L000000,G6000001,05/05/2016,Consignment,112,BW000000
135587,431324,L000000,G6000001,17/05/2016,Consignment,96,BW000000
145188,929765,L000000,G6000001,24/05/2016,Consignment,88,BW000000
141403,876056,L000000,G6000001,21/05/2016,Consignment,85,BW000000
152164,481860,L000000,G6000001,29/05/2016,Consignment,63,BW000000
121599,423475,L000000,G6000001,04/05/2016,Consignment,59,BW000000
130448,521047,L000000,G6000001,12/05/2016,Consignment,59,BW000000
134952,480855,L000000,G6000001,16/05/2016,Consignment,59,BW000000
125098,814663,L000000,G6000001,06/05/2016,Consignment,52,BW000000
126195,915597,L000000,G6000001,06/05/2016,Consignment,52,BW000000
129005,797030,L000000,G6000001,11/05/2016,Consignment,52,BW000000
148787,156924,L000000,G6000001,26/05/2016,Consignment,52,BW000000
119616,662687,L000000,G6000001,03/05/2016,Consignment,33,BW000000
123028,364621,L000000,G6000001,05/05/2016,Consignment,33,BW000000
127466,250410,L000000,G6000001,08/05/2016,Consignment,33,BW000000
134106,637248,L000000,G6000001,14/05/2016,Consignment,33,BW000000
140490,776776,L000000,G6000001,20/05/2016,Consignment,33,BW000000
141961,501104,L000000,G6000001,21/05/2016,Consignment,33,BW000000
152104,272158,L000000,G6000001,29/05/2016,Consignment,30,BW000000
119630,716387,L000000,G6000001,03/05/2016,Consignment,20,BW000000
127304,570459,L000000,G6000001,08/05/2016,Consignment,16,BW000000
149808,988222,L000000,G6000001,27/05/2016,Consignment,16,BW000000
134840,154929,L000000,G6000001,16/05/2016,Consignment,5,BW000000
137813,789681,L000000,G6000001,18/05/2016,Consignment,5,BW000000
122952,726004,L000000,G2000001,05/05/2016,Consignment,209,BW000000
145730,121210,L000000,G2000001,24/05/2016,Consignment,84,BW000000
130436,521047,L000000,G2000001,12/05/2016,Consignment,59,BW000000
122033,722459,L000000,G2000001,04/05/2016,Consignment,52,BW000000
137461,797030,L000000,G2000001,18/05/2016,Consignment,52,BW000000
146569,293526,L000000,G2000001,25/05/2016,Consignment,46,BW000000
151707,275224,L000000,G2000001,28/05/2016,Consignment,46,BW000000
121057,464886,L000000,G2000001,04/05/2016,Consignment,33,BW000000
128813,275030,L000000,G2000001,11/05/2016,Consignment,33,BW000000
144784,790967,L000000,G2000001,23/05/2016,Consignment,33,BW000000
146597,930912,L000000,G2000001,25/05/2016,Consignment,33,BW000000
147444,121012,L000000,G2000001,25/05/2016,Consignment,33,BW000000
124697,715820,L000000,G2000001,06/05/2016,Consignment,20,BW000000
149485,142873,L000000,G2000001,26/05/2016,Consignment,20,BW000000
137729,530549,L000000,G2000001,18/05/2016,Consignment,19,BW000000
137799,927775,L000000,G2000001,18/05/2016,Consignment,10,BW000000
137803,927775,L000000,G2000001,18/05/2016,Consignment,10,BW000000
135633,757199,L000000,G2000001,17/05/2016,Consignment,5,BW000000
141247,953516,L000000,OTH,21/05/2016,Consignment,136,BW000000
148049,316643,L000000,G3000001,26/05/2016,Consignment,295,BW000000
122968,726004,L000000,G3000001,05/05/2016,Consignment,228,BW000000
153694,823281,L000000,G3000001,31/05/2016,Consignment,219,BW000000
125156,897442,L000000,G3000001,06/05/2016,Consignment,160,BW000000
151238,638449,L000000,G3000001,28/05/2016,Consignment,144,BW000000
137893,722067,L000000,G3000001,18/05/2016,Consignment,120,BW000000
127134,810101,L000000,G3000001,08/05/2016,Consignment,96,BW000000
149385,848665,L000000,G3000001,26/05/2016,Consignment,96,BW000000
124041,481654,L000000,G3000001,05/05/2016,Consignment,59,BW000000
126383,129507,L000000,G3000001,07/05/2016,Consignment,59,BW000000
130410,521047,L000000,G3000001,12/05/2016,Consignment,59,BW000000
152080,272158,L000000,G3000001,29/05/2016,Consignment,52,BW000000
121239,55386,L000000,G3000001,04/05/2016,Consignment,46,BW000000
124095,526291,L000000,G3000001,05/05/2016,Consignment,33,BW000000
153966,527866,L000000,G3000001,31/05/2016,Consignment,33,BW000000
131081,504724,L000000,G3000001,12/05/2016,Consignment,20,BW000000
134990,86877,L000000,G3000001,16/05/2016,Consignment,10,BW000000
125402,825162,L000000,G3000001,06/05/2016,Consignment,4,BW000000
140098,823281,L000000,G1000001,20/05/2016,Consignment,228,BW000000
148781,432950,L000000,G1000001,26/05/2016,Consignment,144,BW000000
146289,874172,L000000,G1000001,25/05/2016,Consignment,119,BW000000
133476,28267,L000000,G1000001,14/05/2016,Consignment,59,BW000000
135022,982417,L000000,G1000001,16/05/2016,Consignment,59,BW000000
122103,303109,L000000,G1000001,04/05/2016,Consignment,52,BW000000
141849,349742,L000000,G1000001,21/05/2016,Consignment,52,BW000000
125148,394648,L000000,G1000001,06/05/2016,Consignment,46,BW000000
125354,662687,L000000,G1000001,06/05/2016,Consignment,46,BW000000
133736,293526,L000000,G1000001,14/05/2016,Consignment,46,BW000000
136350,96227,L000000,G1000001,17/05/2016,Consignment,46,BW000000
128815,275030,L000000,G1000001,11/05/2016,Consignment,33,BW000000
131196,979061,L000000,G1000001,12/05/2016,Consignment,33,BW000000
138535,775996,L000000,G1000001,19/05/2016,Consignment,33,BW000000
145396,529837,L000000,G1000001,24/05/2016,Consignment,33,BW000000
151002,799133,L000000,G1000001,28/05/2016,Consignment,33,BW000000
137797,927775,L000000,G1000001,18/05/2016,Consignment,20,BW000000
149854,715820,L000000,G1000001,27/05/2016,Consignment,20,BW000000
125418,789681,L000000,G1000001,06/05/2016,Consignment,10,BW000000
128551,840960,L000000,SY0000001,11/05/2016,Consignment,285,BW000000
145350,479204,L000000,SY0000001,24/05/2016,Consignment,52,BW000000
118853,728726,L000000,SY0000001,01/05/2016,Consignment,46,BW000000
137299,121012,L000000,SY0000001,18/05/2016,Consignment,46,BW000000
137299,121012,L000000,SY0000001,18/05/2016,Consignment,46,BW000000
129783,235881,L000000,SY0000001,11/05/2016,Consignment,20,BW000000
141585,363687,L000000,SY0000001,21/05/2016,Consignment,5,BW000000
149585,523776,L000000,FTH000001,26/05/2016,Consignment,300,BW000000
136128,638160,L000000,FTH000001,17/05/2016,Consignment,112,BW000000
144618,285820,L000000,FTH000001,23/05/2016,Consignment,106,BW000000
122081,303109,L000000,FTH000001,04/05/2016,Consignment,104,BW000000
126543,743047,L000000,FTH000001,07/05/2016,Consignment,96,BW000000
123901,899792,L000000,FTH000001,05/05/2016,Consignment,88,BW000000
133546,803794,L000000,FTH000001,14/05/2016,Consignment,46,BW000000
131883,149897,L000000,FTH000001,13/05/2016,Consignment,20,BW000000
142181,817433,L000000,FTH000001,21/05/2016,Consignment,20,BW000000
128531,410547,L000000,TY000001,11/05/2016,Consignment,250,BW000000
128105,323277,L000000,TY000001,11/05/2016,Consignment,52,BW000000
141587,363687,L000000,TY000001,21/05/2016,Consignment,5,BW000000
151689,74990,L000000,FST000001,28/05/2016,Consignment,380,BW000000
153077,648180,L000000,FST000001,31/05/2016,Consignment,160,BW000000
139022,501104,L000000,FST000001,19/05/2016,Consignment,112,BW000000
128489,62893,L000000,FST000001,11/05/2016,Consignment,52,BW000000
142787,801961,L000000,FST000001,21/05/2016,Consignment,33,BW000000
125292,668134,L000000,FST000001,06/05/2016,Consignment,10,BW000000
145688,501104,L000000,K2000001,24/05/2016,Consignment,59,BW000000
133930,107227,L000000,K1000001,14/05/2016,Consignment,96,BW000000
131101,284713,L000000,G1100001,12/05/2016,Consignment,250,BW000000
137173,263224,L000000,G1100001,18/05/2016,Consignment,228,BW000000
132177,58508,L000000,G1100001,13/05/2016,Consignment,215,BW000000
131276,743982,L000000,G1100001,12/05/2016,Consignment,160,BW000000
148287,871602,L000000,G1100001,26/05/2016,Consignment,160,BW000000
151639,904364,L000000,G1100001,28/05/2016,Consignment,160,BW000000
129001,846713,L000000,G1100001,11/05/2016,Consignment,52,BW000000
149413,330313,L000000,G1100001,26/05/2016,Consignment,20,BW000000
152342,139231,L000000,SH000001,29/05/2016,Consignment,380,BW000000
134522,232269,L000000,SH000001,15/05/2016,Consignment,270,BW000000
150904,890124,L000000,N0000001,28/05/2016,Consignment,20,BW000000
123012,185908,L000000,SH000001,05/05/2016,Consignment,4,BW000000
1509,423028,L000000,G5000001,30/01/2016,Consignment,30,BW000000
334646,220477,L000000,K2000001,19/09/2016,Consignment,59,BW000000
655263,659025,L000000,FTH000001,11/12/2016,Consignment,64,BW000000
242674,57919,L000000,G4000001,03/08/2016,Returned,-2,BW000000
247761,377899,L000000,G4000001,06/08/2016,Returned,-2,BW000000
266421,802422,L000000,G4000001,17/08/2016,Returned,-3,BW000000
278835,98970,L000000,G4000001,24/08/2016,Returned,-3,BW000000
279279,830982,L000000,G4000001,24/08/2016,Returned,-3,BW000000
286965,356849,L000000,G4000001,27/08/2016,Returned,-3,BW000000
249531,715820,L000000,G4000001,08/08/2016,Returned,-4,BW000000
249977,149897,L000000,G4000001,08/08/2016,Returned,-4,BW000000
267317,792886,L000000,G4000001,17/08/2016,Returned,-4,BW000000
266791,53928,L000000,G4000001,17/08/2016,Returned,-5,BW000000
254309,431581,L000000,G4000001,09/08/2016,Returned,-6,BW000000
256156,818161,L000000,G4000001,10/08/2016,Returned,-6,BW000000
265881,419499,L000000,G4000001,16/08/2016,Returned,-6,BW000000
241002,747117,L000000,G4000001,03/08/2016,Returned,-7,BW000000
253365,799133,L000000,G4000001,09/08/2016,Returned,-7,BW000000
278050,6238,L000000,G4000001,24/08/2016,Returned,-7,BW000000
246339,111066,L000000,G4000001,05/08/2016,Returned,-8,BW000000
267477,259298,L000000,G4000001,17/08/2016,Returned,-8,BW000000
289616,7168,L000000,G4000001,30/08/2016,Returned,-8,BW000000
289580,42297,L000000,G4000001,30/08/2016,Returned,-9,BW000000
290099,609574,L000000,G4000001,30/08/2016,Returned,-9,BW000000
241488,5899,L000000,G4000001,03/08/2016,Returned,-10,BW000000
249595,1985,L000000,G4000001,08/08/2016,Returned,-10,BW000000
264613,539738,L000000,G4000001,16/08/2016,Returned,-10,BW000000
270508,540977,L000000,G4000001,20/08/2016,Returned,-10,BW000000
248269,691311,L000000,G4000001,06/08/2016,Returned,-11,BW000000
283945,840960,L000000,G4000001,25/08/2016,Returned,-11,BW000000
268278,306817,L000000,G4000001,18/08/2016,Returned,-12,BW000000
287679,413606,L000000,G4000001,27/08/2016,Returned,-12,BW000000
236600,361344,L000000,G4000001,01/08/2016,Returned,-13,BW000000
242559,871451,L000000,G4000001,03/08/2016,Returned,-14,BW000000
276262,80780,L000000,G4000001,23/08/2016,Returned,-16,BW000000
287493,594499,L000000,G4000001,27/08/2016,Returned,-16,BW000000
238484,204145,L000000,G4000001,02/08/2016,Returned,-17,BW000000
253437,418235,L000000,G4000001,09/08/2016,Returned,-17,BW000000
283073,496156,L000000,G4000001,25/08/2016,Returned,-18,BW000000
283073,496156,L000000,G4000001,25/08/2016,Returned,-18,BW000000
243026,795176,L000000,G4000001,03/08/2016,Returned,-19,BW000000
257913,504391,L000000,G4000001,10/08/2016,Returned,-19,BW000000
244713,304272,L000000,G4000001,04/08/2016,Returned,-22,BW000000
291613,248968,L000000,G4000001,31/08/2016,Returned,-27,BW000000
291589,248968,L000000,G4000001,31/08/2016,Returned,-28,BW000000
282119,498514,L000000,G4000001,24/08/2016,Returned,-30,BW000000
277188,781668,L000000,G4000001,24/08/2016,Returned,-41,BW000000
277188,781668,L000000,G4000001,24/08/2016,Returned,-41,BW000000
289298,806831,L000000,G4000001,30/08/2016,Returned,-65,BW000000
241634,346690,L000000,G5000001,03/08/2016,Returned,-2,BW000000
244659,43631,L000000,G5000001,04/08/2016,Returned,-2,BW000000
262099,129416,L000000,G5000001,12/08/2016,Returned,-2,BW000000
273427,890040,L000000,G5000001,22/08/2016,Returned,-2,BW000000
266433,802422,L000000,G5000001,17/08/2016,Returned,-3,BW000000
267521,398928,L000000,G5000001,17/08/2016,Returned,-3,BW000000
287575,928640,L000000,G5000001,27/08/2016,Returned,-3,BW000000
287575,928640,L000000,G5000001,27/08/2016,Returned,-3,BW000000
249549,715820,L000000,G5000001,08/08/2016,Returned,-4,BW000000
281425,204815,L000000,G5000001,24/08/2016,Returned,-4,BW000000
291165,452060,L000000,G5000001,31/08/2016,Returned,-6,BW000000
292863,74041,L000000,G5000001,31/08/2016,Returned,-6,BW000000
267189,617721,L000000,G5000001,17/08/2016,Returned,-7,BW000000
278058,6238,L000000,G5000001,24/08/2016,Returned,-7,BW000000
283395,69835,L000000,G5000001,25/08/2016,Returned,-7,BW000000
292227,531044,L000000,G5000001,31/08/2016,Returned,-7,BW000000
249597,1985,L000000,G5000001,08/08/2016,Returned,-8,BW000000
263681,149940,L000000,G5000001,16/08/2016,Returned,-9,BW000000
248325,165427,L000000,G5000001,06/08/2016,Returned,-11,BW000000
278288,275224,L000000,G5000001,24/08/2016,Returned,-11,BW000000
281329,472788,L000000,G5000001,24/08/2016,Returned,-12,BW000000
250940,507061,L000000,G5000001,09/08/2016,Returned,-13,BW000000
273993,539908,L000000,G5000001,23/08/2016,Returned,-14,BW000000
282293,251596,L000000,G5000001,25/08/2016,Returned,-14,BW000000
291931,512851,L000000,G5000001,31/08/2016,Returned,-14,BW000000
266597,288343,L000000,G5000001,17/08/2016,Returned,-15,BW000000
288155,392694,L000000,G5000001,27/08/2016,Returned,-16,BW000000
254725,873391,L000000,G5000001,10/08/2016,Returned,-17,BW000000
289300,806831,L000000,G5000001,30/08/2016,Returned,-18,BW000000
236694,658025,L000000,G5000001,01/08/2016,Returned,-19,BW000000
277360,169226,L000000,G5000001,24/08/2016,Returned,-19,BW000000
289618,7168,L000000,G5000001,30/08/2016,Returned,-22,BW000000
287429,186912,L000000,G5000001,27/08/2016,Returned,-28,BW000000
265229,701065,L000000,G5000001,16/08/2016,Returned,-29,BW000000
265120,592325,L000000,G5000001,16/08/2016,Returned,-31,BW000000
237706,383495,L000000,G5000001,02/08/2016,Returned,-49,BW000000
249327,382432,L000000,G6000001,08/08/2016,Returned,-2,BW000000
255854,430486,L000000,G6000001,10/08/2016,Returned,-2,BW000000
281895,320107,L000000,G6000001,24/08/2016,Returned,-2,BW000000
281895,320107,L000000,G6000001,24/08/2016,Returned,-2,BW000000
267089,418996,L000000,G6000001,17/08/2016,Returned,-3,BW000000
282583,351880,L000000,G6000001,25/08/2016,Returned,-3,BW000000
235727,381630,L000000,G6000001,01/08/2016,Returned,-4,BW000000
248745,701539,L000000,G6000001,08/08/2016,Returned,-4,BW000000
272623,934860,L000000,G6000001,22/08/2016,Returned,-4,BW000000
240286,911001,L000000,G6000001,03/08/2016,Returned,-5,BW000000
244125,275030,L000000,G6000001,04/08/2016,Returned,-5,BW000000
252895,100790,L000000,G6000001,09/08/2016,Returned,-5,BW000000
281241,122329,L000000,G6000001,24/08/2016,Returned,-5,BW000000
282051,526291,L000000,G6000001,24/08/2016,Returned,-5,BW000000
284708,868438,L000000,G6000001,25/08/2016,Returned,-5,BW000000
254297,431581,L000000,G6000001,09/08/2016,Returned,-6,BW000000
235343,521047,L000000,G6000001,01/08/2016,Returned,-7,BW000000
235886,180217,L000000,G6000001,01/08/2016,Returned,-7,BW000000
239476,251925,L000000,G6000001,03/08/2016,Returned,-7,BW000000
241222,142873,L000000,G6000001,03/08/2016,Returned,-7,BW000000
278262,275224,L000000,G6000001,24/08/2016,Returned,-7,BW000000
278823,98970,L000000,G6000001,24/08/2016,Returned,-7,BW000000
278839,98970,L000000,G6000001,24/08/2016,Returned,-7,BW000000
281657,627950,L000000,G6000001,24/08/2016,Returned,-7,BW000000
235912,180217,L000000,G6000001,01/08/2016,Returned,-8,BW000000
257991,109253,L000000,G6000001,10/08/2016,Returned,-8,BW000000
251584,154292,L000000,G6000001,09/08/2016,Returned,-9,BW000000
240194,473647,L000000,G6000001,03/08/2016,Returned,-10,BW000000
246317,111066,L000000,G6000001,05/08/2016,Returned,-10,BW000000
250998,979843,L000000,G6000001,09/08/2016,Returned,-10,BW000000
240872,599930,L000000,G6000001,03/08/2016,Returned,-12,BW000000
236110,801028,L000000,G6000001,01/08/2016,Returned,-14,BW000000
246737,285680,L000000,G6000001,05/08/2016,Returned,-14,BW000000
253923,806318,L000000,G6000001,09/08/2016,Returned,-14,BW000000
240112,365590,L000000,G6000001,03/08/2016,Returned,-15,BW000000
283161,431324,L000000,G6000001,25/08/2016,Returned,-15,BW000000
282953,173863,L000000,G6000001,25/08/2016,Returned,-16,BW000000
277354,169226,L000000,G6000001,24/08/2016,Returned,-20,BW000000
263855,272682,L000000,G6000001,16/08/2016,Returned,-26,BW000000
277478,309190,L000000,G6000001,24/08/2016,Returned,-27,BW000000
